ARB ID,Facility Name,"Report
Year","Total CO2e 
(combustion, process, vented, and supplier)",AEL, Emitter CO2e from Non-Biogenic Sources and CH4 and N2O from Biogenic Fuels , Emitter CO2 from Biogenic Fuels , Fuel Supplier CO2e from Non-Biogenic Fuels and CH4 and N2O from Biogenic Fuels , Fuel Supplier CO2 from Biogenic Fuels , Electricity Importer CO2e  ," Emitter Covered
Emissions "," Fuel Supplier Covered
Emissions ", Electricity Importer Covered Emissions , Total Covered Emissions , Total Non-Covered Emissions  ,Emissions Data,Product Data,Verification Body,City,State,Zip Code,"North American Industry Classification System (NAICS) 
Code and Description",U.S.EPA/ARB Subparts,Industry Sector
100257,AES Redondo Beach LLC,2013,"223,211",No,"223,211",0,0,0,0,"223,211",0,0,"223,211",0,Positive,N/A,"Tetra Tech, Inc. and Subsidiaries",Redondo Beach,CA,90277,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
104006,Agrium US Inc,2013,"14,835",No,"14,835",0,0,0,0,"14,835",0,0,"14,835",0,Positive,Positive,"DEKRA Certification, Inc. (DCI)",West Sacramento,CA,95691,325311 - Nitrogenous Fertilizer Manufacturing,"C,V",Other Combustion Source
101701,Air Liquide El Segundo Hydrogen Plant,2013,"585,449",No,"585,449",0,0,0,0,"585,449",0,0,"585,449",0,Positive,Positive,Locus Technologies,El Segundo,CA,90245,325120 - Industrial Gas Manufacturing,"C,P",Hydrogen Plant
101749,Air Liquide Large Industries US L.P. - Rodeo Hydrogen Plant,2013,"884,931",No,"884,931",0,0,0,0,"884,931",0,0,"884,931",0,Positive,Positive,Locus Technologies,Rodeo,CA,94572,325120 - Industrial Gas Manufacturing,"C,P",Hydrogen Plant
101017,"Air Products & Chemicals, Inc., Martinez",2013,"270,753",No,"270,753",0,0,0,0,"270,753",0,0,"270,753",0,Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Martinez,CA,94553,325120 - Industrial Gas Manufacturing,P,Hydrogen Plant
100014,Air Products - APMC - Stockton CoGen,2013,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Stockton,CA,95206,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
101248,Air Products Carson Hydrogen Plant,2013,"719,875",No,"719,875",0,0,0,0,"719,875",0,0,"719,875",0,Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Carson,CA,90810,325120 - Industrial Gas Manufacturing,"C,P",Hydrogen Plant
101512,"Air Products Manufacturing Corporation, Sacramento",2013,"43,675",No,"43,675",0,0,0,0,"43,675",0,0,"43,675",0,Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Sacramento,CA,95826,325120 - Industrial Gas Manufacturing,P,Hydrogen Plant
100127,Air Products Wilmington Hydrogen Plant,2013,"608,550",No,"608,550",0,0,0,0,"608,550",0,0,"608,550",0,Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Wilmington,CA,90744,325120 - Industrial Gas Manufacturing,"C,P",Hydrogen Plant
3022,Alameda Municipal Power,2013,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Alameda,CA,94501,221122 - Electric Power Distribution,EPE,Electricity Importer
101433,"Algonquin Power Sanger, LLC",2013,"61,757",No,"61,757",0,0,0,0,"61,757",0,0,"61,757",0,Positive,N/A,Analytical Environmental Services,Sanger,CA,93657,221119 - Other Electric Power Generation,C,Cogeneration
104345,All American Asphalt,2013,"19,117",No,"19,117",0,0,0,0,"19,117",0,0,"19,117",0,Positive,N/A,Analytical Environmental Services,Corona,CA,92879,324121 - Asphalt Paving Mixture and Block Manufacturing,C,Other Combustion Source
101231,All American Oil and Gas Company,2013,"154,545",No,"154,545",0,0,0,0,"154,545",0,0,"154,545",0,Positive,Positive,Ashworth Leininger Group,Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,"C,W",Oil and Gas Production
104406,Allergan,2013,"14,320",No,"14,320",0,0,0,0,0,0,0,0,"14,320",N/A,N/A,,Irvine,CA,92612,325412 - Pharmaceutical Preparation Manufacturing,C,Other Combustion Source
100884,Alon Bakersfield Refinery - Area 3,2013,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Bakersfield,CA,93308,324110 - Petroleum Refineries,C,Refinery
101237,Alon Bakersfield Refinery - Areas 1&2,2013,"30,514",No,"30,514",0,0,0,0,"30,262",0,0,"30,262",252,Positive,N/A,"Tetra Tech, Inc. and Subsidiaries",Bakersfield,CA,93308,324110 - Petroleum Refineries,"C,Y",Refinery
104499,Alon Bakersfield Refinery - Areas 1&2 - Fuel Supplier,2013,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,"Tetra Tech, Inc. and Subsidiaries",Bakersfield,CA,93308,324110 - Petroleum Refineries,MM,Transportation Fuel Supplier
104027,Ameresco Chiquita Energy LLC,2013,"36,752",No,184,"36,568",0,0,0,0,0,0,0,"36,752",Positive,N/A,Locus Technologies,Castaic,CA,91384,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101657,Ameresco Half Moon Bay,2013,"48,345",No,243,"48,102",0,0,0,0,0,0,0,"48,345",Positive,N/A,Locus Technologies,Half Moon Bay,CA,94019,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101748,Ameresco Keller Canyon,2013,"16,131",No,81,"16,050",0,0,0,0,0,0,0,"16,131",N/A,N/A,,Pittsburg,CA,94565,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101656,Ameresco Santa Cruz,2013,"11,333",No,42,"11,291",0,0,0,0,0,0,0,"11,333",N/A,N/A,,Watsonville,CA,95076,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104492,"American Biodiesel, Inc. dba Community Fuels",2013,"11,210",No,0,0,12,"11,198",0,0,0,0,0,"11,210",N/A,N/A,,Encinitas,CA,92024,325199 - All Other Basic Organic Chemical Manufacturing,MM,Transportation Fuel Supplier
104544,"AmeriGas Propane, L.P.",2013,"201,836",No,0,0,"201,836",0,0,0,"201,836",0,"201,836",0,Positive (late verif.),N/A,"Trinity Consultants, Inc.",King of Prussia,PA,19406,454312 - Liquefied Petroleum Gas (Bottled Gas) Dealers,NN,"Supplier of Natural Gas, NGL, or LPG"
101179,Amgen Inc.,2013,"22,377",No,"22,377",0,0,0,0,"22,377",0,0,"22,377",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Thousand Oaks,CA,91320,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
101666,"Ampersand Chowchilla Biomass, LLC, 93610",2013,"108,387",No,"3,037","105,350",0,0,0,0,0,0,0,"108,387",Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Chowchilla,CA,93610,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100943,Anheuser-Busch LLC - Fairfield (opt-in 2013),2013,"17,095",No,"14,571","2,524",0,0,0,"14,571",0,0,"14,571","2,524",Positive,Positive,Ashworth Leininger Group,Fairfield,CA,94534,312120 - Breweries,C,Other Combustion Source
101473,Anheuser-Busch LLC - Los Angeles Brewery,2013,"48,111",No,"41,682","6,429",0,0,0,"41,682",0,0,"41,682","6,429",Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Van Nuys,CA,91406,312120 - Breweries,"C,PP",Other Combustion Source / CO2 Supplier
104003,"Apex Oil Company, Inc.",2013,"251,522",No,0,0,"240,989","10,533",0,0,"240,989",0,"240,989","10,533",Positive,N/A,Locus Technologies,St. Louis,MO,63105,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
100234,Applied Energy LLC - NAS North Island,2013,"158,703",No,"158,703",0,0,0,0,"158,703",0,0,"158,703",0,Positive,N/A,Ashworth Leininger Group,Coronado,CA,92118,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
100229,Applied Energy LLC - NTC/MCRD,2013,"108,726",No,"108,726",0,0,0,0,"108,726",0,0,"108,726",0,Positive,N/A,Ashworth Leininger Group,San Diego,CA,92140,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
101390,Applied Energy LLC - U.S. Naval Station,2013,"195,306",No,"195,306",0,0,0,0,"195,306",0,0,"195,306",0,Positive,N/A,Ashworth Leininger Group,San Diego,CA,92136,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
104042,Archer Daniels Midland,2013,"479,752",No,0,0,"17,459","462,293",0,0,0,0,0,"479,752",Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Decatur,IL,62526,325193 - Ethyl Alcohol Manufacturing,MM,Transportation Fuel Supplier
104002,ARCO BP Terminal Services Corporation (ATSC) - Terminals,2013,"1,642,069",No,0,0,"1,548,189","93,879",0,0,"1,548,189",0,"1,548,189","93,879",Positive,N/A,ENVIRON International Corporation,Blaine,WA,98230,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
2098,Arizona Electric Power Cooperative,2013,"50,586",No,0,0,0,0,"50,586",0,0,"50,586","50,586",0,Positive,N/A,"NSF International Strategic Registrations, Ltd.",Cochise,AZ,85606,221112 - Fossil Fuel Electric Power Generation,EPE,Electricity Importer
104131,Arizona Public Service Company,2013,"177,346",No,0,0,0,0,"177,346",0,0,"109,097","109,097","68,249",Positive,N/A,"Lincus, Inc.",Phoenix,AZ,85004,221122 - Electric Power Distribution,EPE,Electricity Importer
101696,Avenal State Prison,2013,"18,401",No,"18,401",0,0,0,0,0,0,0,0,"18,401",N/A,N/A,,Avenal,CA,93204,922140 - Correctional Institutions,C,Other Combustion Source
104379,"Azteca Milling, L.P.",2013,"13,490",No,"13,490",0,0,0,0,0,0,0,0,"13,490",N/A,N/A,,Madera,CA,93638,311211 - Flour Milling,C,Other Combustion Source
3024,Azusa Light and Water,2013,"70,267",No,0,0,0,0,"70,267",0,0,"70,267","70,267",0,Positive,N/A,"NSF International Strategic Registrations, Ltd.",Azusa,CA,91702,221122 - Electric Power Distribution,EPE,Electricity Importer
100897,Badger Creek Limited,2013,"121,161",No,"121,161",0,0,0,0,"121,161",0,0,"121,161",0,Positive,N/A,Locus Technologies,Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
104334,"Baker Commodities, Inc., Kerman Division",2013,"15,958",No,"15,958",0,0,0,0,0,0,0,0,"15,958",N/A,N/A,,Kerman,CA,93630,311613 - Rendering and Meat Byproduct Processing,C,Other Combustion Source
2425,Barclays Capital,2013,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,"Carbon Verification Service, LLC",New York,NY,10019,521110 - Monetary Authorities - Central Bank,EPE,Electricity Importer
104165,Bayer Healthcare,2013,"16,246",No,"16,246",0,0,0,0,0,0,0,0,"16,246",N/A,N/A,,Berkeley,CA,94710,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
100890,Bear Mountain Limited,2013,"108,320",No,"108,320",0,0,0,0,"108,320",0,0,"108,320",0,Positive,N/A,Locus Technologies,Bakersfield,CA,93306,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
3000,Bear Valley Electric Service (BVES),2013,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Big Bear Lake,CA,92315,221122 - Electric Power Distribution,EPE,Electricity Importer
104623,Belridge Gas Plant - NGL Supplier,2013,"49,107",No,0,0,"49,107",0,0,0,0,0,0,"49,107",Qualfied Positive (late verif.),N/A,Locus Technologies,McKittrick,CA,93251,211112 - Natural Gas Liquid Extraction,NN,"Supplier of Natural Gas, NGL, or LPG"
100895,Berry Petroleum Company - Los Angeles Basin,2013,"241,646",No,"241,646",0,0,0,0,"240,766",0,0,"240,766",881,Positive,Positive,Locus Technologies,Newhall,CA,91321,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104094,Berry Petroleum Company - San Joaquin Basin,2013,"1,535,049",No,"1,535,049",0,0,0,0,"1,494,002",0,0,"1,494,002","41,047",Positive,Positive,Locus Technologies,Maricopa,CA,93268,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
3026,Biggs Municipal Utilities,2013,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Biggs,CA,95917,221122 - Electric Power Distribution,EPE,Electricity Importer
100120,Biola University,2013,"7,688",No,"7,688",0,0,0,0,0,0,0,0,"7,688",N/A,N/A,,La Mirada,CA,90639,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
100053,Blue Lake Power,2013,"132,545",No,"2,809","129,736",0,0,0,0,0,0,0,"132,545",Positive,N/A,NCUAQMD,Blue Lake,CA,95525,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
100342,Blythe Energy,2013,"724,878",No,"724,878",0,0,0,0,"724,878",0,0,"724,878",0,Positive,N/A,"Carbon Verification Service, LLC",Blythe,CA,92225,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
2017,BNP Paribas Energy Trading GP,2013,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,Locus Technologies,Jersey City,NJ,7310,221122 - Electric Power Distribution,EPE,Electricity Importer
104054,BNSF Railway - Barstow,2013,"425,887",No,0,0,"425,887",0,0,0,"425,887",0,"425,887",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Barstow,CA,92311,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104064,BNSF Railway - Commerce,2013,"231,841",No,0,0,"231,841",0,0,0,"231,841",0,"231,841",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Los Angeles,CA,90040,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104065,BNSF Railway - Richmond,2013,"132,174",No,0,0,"132,174",0,0,0,"132,174",0,"132,174",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Richmond,CA,94801,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
4000,Bonneville Power Administration - AO/CS,2013,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,"Lloyd's Register Quality Assurance, Inc/LRQA",Portland,OR,90120,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
2044,Bonneville Power Administration - Marketer,2013,"2,972",No,0,0,0,0,"2,972",0,0,"2,972","2,972",0,Positive,N/A,"Lloyd's Register Quality Assurance, Inc/LRQA",Portland,OR,97222,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
101676,Bottle Rock Power - Geothermal,2013,"11,285",No,"11,285",0,0,0,0,0,0,0,0,"11,285",N/A,N/A,,Cobb,CA,95426,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104074,Boyett Petroleum,2013,"371,684",No,0,0,"356,722","14,962",0,0,"356,722",0,"356,722","14,962",Positive,N/A,Analytical Environmental Services,Modesto,CA,95350,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
2113,BP Energy Company,2013,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,"Trinity Consultants, Inc.",Houston,TX,77079,324110 - Petroleum Refineries,EPE,Electricity Importer
104001,BP West Coast Products LLC (BPWCP) - Terminals,2013,"14,293,378",No,0,0,"13,455,351","838,028",0,0,"13,455,351",0,"13,455,351","838,028",Positive,N/A,ENVIRON International Corporation,Blaine,WA,98230,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
100389,Braun Medical Inc,2013,"39,261",No,"39,261",0,0,0,0,"39,261",0,0,"39,261",0,Positive,N/A,Locus Technologies,Irvine,CA,92614,325412 - Pharmaceutical Preparation Manufacturing,C,Other Combustion Source
100061,"Brea Generation, LLC",2013,"99,320",No,499,"98,821",0,0,0,0,0,0,0,"99,320",Positive,N/A,Analytical Environmental Services,Brea,CA,92821,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104075,BreitBurn Operating LP - Los Angeles Basin Facility,2013,"39,977",No,"39,977",0,0,0,0,"36,476",0,0,"36,476","3,501",Positive,Positive,"EnviroTech Consultants, Inc.",Los Angeles,CA,90071,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104120,Brookfield Energy Marketing LP,2013,"98,003",No,0,0,0,0,"98,003",0,0,"91,428","91,428","6,575",Positive,N/A,"Carbon Verification Service, LLC",Marlborough,MA,1752,551112 - Offices of Other Holding Companies,EPE,Electricity Importer
104450,"Buena Vista Biomass Power, LLC",2013,"111,517",No,"4,985","106,532",0,0,0,0,0,0,0,"111,517",Positive,N/A,Analytical Environmental Services,Ione,CA,95640,221119 - Other Electric Power Generation,C,In-State Electricity Generation
3027,Burbank Water and Power,2013,"519,417",No,0,0,0,0,"519,417",0,0,"477,868","477,868","41,549",Positive,N/A,"Trinity Consultants, Inc.",Burbank,CA,90120,221121 - Electric Bulk Power Transmission and Control,EPE,Electricity Importer
100018,Burney Forest Products,2013,"395,144",No,"15,615","379,529",0,0,0,0,0,0,0,"395,144",Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Burney,CA,96013,221119 - Other Electric Power Generation,C,Cogeneration
104077,BWP/MPP Electricity Generating Facilities at 164 W. Magnolia,2013,"453,892",No,"361,932","91,960",0,0,0,"361,932",0,0,"361,932","91,960",Positive,N/A,"Trinity Consultants, Inc.",Burbank,CA,91503,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
100692,CalEnergy Operating Corporation - J J Elmore - Geothermal,2013,"7,816",No,"7,816",0,0,0,0,0,0,0,0,"7,816",N/A,N/A,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100703,CalEnergy Operating Corporation - J M Leathers - Geothermal,2013,"23,572",No,"23,572",0,0,0,0,0,0,0,0,"23,572",Positive,N/A,"Trinity Consultants, Inc.",Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100712,CalEnergy Operating Corporation - Region 1 - Geothermal,2013,"75,594",No,"75,594",0,0,0,0,0,0,0,0,"75,594",Positive,N/A,"Trinity Consultants, Inc.",Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100716,CalEnergy Operating Corporation - Region 2 - Geothermal,2013,"45,703",No,"45,703",0,0,0,0,0,0,0,0,"45,703",Positive,N/A,"Trinity Consultants, Inc.",Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104411,"California Dairies, Inc. Artesia",2013,"15,684",No,"15,684",0,0,0,0,0,0,0,0,"15,684",N/A,N/A,,Artesia,CA,90701,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
100959,"California Dairies, Inc. Fresno",2013,"34,451",No,"34,451",0,0,0,0,"34,451",0,0,"34,451",0,Positive,Positive,Locus Technologies,Fresno,CA,93706,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
104410,"California Dairies, Inc. Los Banos",2013,"15,745",No,"15,745",0,0,0,0,0,0,0,0,"15,745",N/A,N/A,,Los Banos,CA,93635-2198,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101509,"California Dairies, Inc. Tipton",2013,"46,657",No,"46,657",0,0,0,0,"46,657",0,0,"46,657",0,Positive,Positive,Locus Technologies,Tipton,CA,93272,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101190,"California Dairies, Inc. Turlock",2013,"34,116",No,"34,116",0,0,0,0,"34,116",0,0,"34,116",0,Positive,Positive,Locus Technologies,Turlock,CA,95380,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101197,"California Dairies, Inc. Visalia",2013,"51,657",No,"51,657",0,0,0,0,"51,657",0,0,"51,657",0,Positive,Positive,Locus Technologies,Visalia,CA,93291,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
3072,"California Department of Water Resources (DWR), State Water Project",2013,"542,042",No,0,0,0,0,"542,042",0,0,"542,042","542,042",0,Positive,N/A,"Eastern Research Group, Inc.",Sacramento,CA,95821,924110 - Administration of Air and Water Resource and Solid Waste Management Programs,EPE,Electricity Importer
100327,California Institute of Technology (CalTech),2013,"54,483",No,"54,483",0,0,0,0,"54,483",0,0,"54,483",0,Positive (revised),N/A,SCS Engineers,Pasadena,CA,91125,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
104353,California Natural Products,2013,"17,997",No,"17,997",0,0,0,0,0,0,0,0,"17,997",N/A,N/A,,Lathrop,CA,95330,311511 - Fluid Milk Manufacturing,C,Other Combustion Source
104135,California Paperboard Corporation (opt-in 2013),2013,915,No,915,0,0,0,0,915,0,0,915,0,Positive,Positive,SCS Engineers,Santa Clara,CA,95050,322130 - Paperboard Mills,C,Other Combustion Source
104362,California Polytechnic State University,2013,"12,362",No,"12,362",0,0,0,0,0,0,0,0,"12,362",N/A,N/A,,San Luis Obispo,CA,93407,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
101060,"California Power Holdings, LLC-Chowchilla Facility, 95360",2013,"13,283",No,"13,283",0,0,0,0,"13,283",0,0,"13,283",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Chowchilla,CA,95360,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
100368,"California Power Holdings, LLC-Red Bluff Facility, 96080",2013,"5,363",No,"5,363",0,0,0,0,0,0,0,0,"5,363",N/A,N/A,,Red Bluff,CA,96080,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
104014,"California Resources Elk Hills, LLC - 35R Gas Plant",2013,"3,962,144",No,"2,024,332",0,"1,937,811",0,0,"2,023,604","849,109",0,"2,872,713","1,089,431",Positive,Positive,"NSF International Strategic Registrations, Ltd.",Tupman,CA,93276,211112 - Natural Gas Liquid Extraction,"C,NN,W","Oil and Gas Production / Supplier of Natural Gas, NGL, or LPG"
101187,"California Resources Elk Hills, LLC - San Joaquin Valley Basin",2013,"71,146",No,"71,146",0,0,0,0,"60,864",0,0,"60,864","10,281",Positive,Positive,"NSF International Strategic Registrations, Ltd.",Tupman,CA,93276,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104029,California Resources Production Corporation - Sacramento Valley Basin 730,2013,"255,508",No,"231,803",0,"23,705",0,0,"99,052",0,0,"99,052","156,456",Positive,Positive,"NSF International Strategic Registrations, Ltd.",Rio Vista,CA,94571,211111 - Crude Petroleum and Natural Gas Extraction,"C,NN,W",Oil and Gas Production
104030,California Resources Production Corporation - San Joaquin Valley Basin 745,2013,"912,906",No,"912,906",0,0,0,0,"864,657",0,0,"864,657","48,249",Positive,Positive,"NSF International Strategic Registrations, Ltd.",Bakersfield,CA,93308,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104033,California Resources Production Corporation - SCVGP Gas Plant,2013,"85,811",No,"27,612",0,"58,199",0,0,"27,074",0,0,"27,074","58,737",Positive,Positive,"NSF International Strategic Registrations, Ltd.",Piru,CA,93040,211112 - Natural Gas Liquid Extraction,"C,NN,W","Oil and Gas Production / Supplier of Natural Gas, NGL, or LPG"
104031,California Resources Production Corporation - Ventura Basin 755,2013,"18,121",No,"18,121",0,0,0,0,0,0,0,0,"18,121",N/A,N/A,,Santa Paula,CA,93060,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
100235,"California State University, Channel Islands",2013,"98,469",No,"98,469",0,0,0,0,"98,469",0,0,"98,469",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Camarillo,CA,93012,"611310 - Colleges, Universities, and Professional Schools",C,Cogeneration
104350,"California State University, Fullerton",2013,"20,002",No,"20,002",0,0,0,0,0,0,0,0,"20,002",N/A,N/A,,Fullerton,CA,92831,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
101399,"California State University, San Diego",2013,"48,056",No,"48,056",0,0,0,0,"48,056",0,0,"48,056",0,Positive,N/A,"Lincus, Inc.",San Diego,CA,92182,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
