ARB ID,Facility Name,"Report
Year","Total CO2e 
(combustion, process, vented, and supplier)",AEL, Emitter CO2e from Non-Biogenic Sources and CH4 and N2O from Biogenic Fuels , Emitter CO2 from Biogenic Fuels , Fuel Supplier CO2e from Non-Biogenic Fuels and CH4 and N2O from Biogenic Fuels , Fuel Supplier CO2 from Biogenic Fuels , Electricity Importer CO2e  ," Emitter Covered
Emissions "," Fuel Supplier Covered
Emissions ", Electricity Importer Covered Emissions , Total Covered Emissions , Total Non-Covered Emissions  ,Emissions Data,Product Data,Verification Body,City,State,Zip Code,"North American Industry Classification System (NAICS) 
Code and Description",U.S.EPA/ARB Subparts,Industry Sector
104382,Aerojet,2012,"10,664",No,"10,664",0,0,0,0,0,0,0,0,"10,664",N/A,N/A,,Sacramento,CA,95742-6418,336415 - Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,C,Other Combustion Source
101321,"AES Alamitos, LLC",2012,"949,283",No,"949,283",0,0,0,0,"949,283",0,0,"949,283",0,Positive,N/A,"First Environment, Inc.",Long Beach,CA,90803,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
100194,"AES Huntington Beach, LLC",2012,"693,558",No,"693,558",0,0,0,0,"693,558",0,0,"693,558",0,Positive,N/A,"First Environment, Inc.",Huntington Beach,CA,92646,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
100257,AES Redondo Beach LLC,2012,"409,478",No,"409,478",0,0,0,0,"409,478",0,0,"409,478",0,Positive,N/A,"First Environment, Inc.",Redondo Beach,CA,90277,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
104006,Agrium US Inc,2012,"29,515",No,"29,515",0,0,0,0,"29,515",0,0,"29,515",0,Positive,Positive,"DEKRA Certification, Inc. (DCI)",West Sacramento,CA,95691,325311 - Nitrogenous Fertilizer Manufacturing,"C,V",Other Combustion Source
101701,Air Liquide El Segundo Hydrogen Plant,2012,"584,878",No,"584,878",0,0,0,0,"584,878",0,0,"584,878",0,Positive,Positive,Locus Technologies,El Segundo,CA,90245,325120 - Industrial Gas Manufacturing,P,Hydrogen Plant
101749,Air Liquide Large Industries US L.P. - Rodeo Hydrogen Plant,2012,"770,858",No,"770,858",0,0,0,0,"770,858",0,0,"770,858",0,Positive,Positive,Locus Technologies,Rodeo,CA,94572,325120 - Industrial Gas Manufacturing,"C,P",Hydrogen Plant
101017,"Air Products & Chemicals, Inc., Martinez",2012,"217,135",No,"217,135",0,0,0,0,"217,135",0,0,"217,135",0,Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Martinez,CA,94553,325120 - Industrial Gas Manufacturing,P,Hydrogen Plant
100014,Air Products - APMC - Stockton CoGen,2012,"147,017",No,"143,529","3,488",0,0,0,"143,529",0,0,"143,529","3,488",Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Stockton,CA,95206,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
101248,Air Products Carson Hydrogen Plant,2012,"703,500",No,"703,500",0,0,0,0,"703,500",0,0,"703,500",0,Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Carson,CA,90810,325120 - Industrial Gas Manufacturing,"C,P",Hydrogen Plant
101512,"Air Products Manufacturing Corporation, Sacramento",2012,"46,505",No,"46,505",0,0,0,0,"46,505",0,0,"46,505",0,Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Sacramento,CA,95826,325120 - Industrial Gas Manufacturing,P,Hydrogen Plant
100127,Air Products Wilmington Hydrogen Plant,2012,"603,598",No,"603,598",0,0,0,0,"603,598",0,0,"603,598",0,Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Wilmington,CA,90744,325120 - Industrial Gas Manufacturing,"C,P",Hydrogen Plant
3022,Alameda Municipal Power,2012,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Alameda,CA,94501,221122 - Electric Power Distribution,EPE,Electricity Importer
101433,"Algonquin Power Sanger, LLC",2012,"45,677",No,"45,677",0,0,0,0,"45,677",0,0,"45,677",0,Positive,N/A,Analytical Environmental Services,Sanger,CA,93657,221119 - Other Electric Power Generation,C,Cogeneration
104345,All American Asphalt,2012,"22,471",Yes,"22,471",0,0,0,0,"22,471",0,0,"22,471",0,Adverse,N/A,"GHG Climate Team, LLC",Corona,CA,92879,324121 - Asphalt Paving Mixture and Block Manufacturing,C,Other Combustion Source
101231,All American Oil and Gas Company,2012,"135,657",No,"135,657",0,0,0,0,"135,657",0,0,"135,657",0,Qualified Positive,Positive,"NSF International Strategic Registrations, Ltd.",Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,"C,W",Oil and Gas Production
104406,Allergan,2012,"10,506",No,"10,506",0,0,0,0,0,0,0,0,"10,506",N/A,N/A,,Irvine,CA,92612,325412 - Pharmaceutical Preparation Manufacturing,C,Other Combustion Source
100884,Alon Bakersfield Refinery - Area 3,2012,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,"Tetra Tech, Inc. and Subsidiaries",Bakersfield,CA,93308,324110 - Petroleum Refineries,C,Refinery
101237,Alon Bakersfield Refinery - Areas 1&2,2012,"818,334",No,"171,039",0,"633,763","13,532",0,"170,649","633,763",0,"804,412","13,922",Positive,Positive,"Tetra Tech, Inc. and Subsidiaries",Bakersfield,CA,93308,324110 - Petroleum Refineries,"C,MM,P,Y",Refinery and Hydrogen Plant / Transportation Fuel Supplier
104027,Ameresco Chiquita Energy LLC,2012,"32,068",No,161,"31,907",0,0,0,0,0,0,0,"32,068",Positive,N/A,Locus Technologies,Castaic,CA,91384,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101748,Ameresco Keller Canyon,2012,"16,637",No,84,"16,553",0,0,0,0,0,0,0,"16,637",N/A,N/A,,Pittsburg,CA,94565,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101657,Ameresco Ox Mountain,2012,"51,076",No,258,"50,818",0,0,0,0,0,0,0,"51,076",Positive,N/A,Locus Technologies,Half Moon Bay,CA,94019,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101656,Ameresco Santa Cruz,2012,"12,013",No,61,"11,952",0,0,0,0,0,0,0,"12,013",N/A,N/A,,Watsonville,CA,95076,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104544,"AmeriGas Propane, L.P.",2012,"182,060",No,0,0,"182,060",0,0,0,"182,060",0,"182,060",0,Positive (late verif.),N/A,"Trinity Consultants, Inc.",King of Prussia,PA,19406,454312 - Liquefied Petroleum Gas (Bottled Gas) Dealers,NN,"Supplier of Natural Gas, NGL, or LPG"
101179,Amgen Inc.,2012,"23,211",No,"23,211",0,0,0,0,"23,211",0,0,"23,211",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Thousand Oaks,CA,91320,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
101666,"Ampersand Chowchilla Biomass, LLC, 93610",2012,"89,233",No,"3,516","85,717",0,0,0,0,0,0,0,"89,233",Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Chowchilla,CA,93610,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100943,Anheuser-Busch LLC Fairfield,2012,"17,212",No,"14,603","2,609",0,0,0,"14,603",0,0,"14,603","2,609",Positive,N/A,"Trinity Consultants, Inc.",Fairfield,CA,94534,312120 - Breweries,C,Other Combustion Source
101473,"Anheuser-Busch, Inc. - Los Angeles Brewery",2012,"52,750",No,"46,867","5,883",0,0,0,"46,867",0,0,"46,867","5,883",Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Van Nuys,CA,91406,312120 - Breweries,C,Other Combustion Source
104003,"Apex Oil Company, Inc.",2012,"253,504",No,0,0,"246,158","7,347",0,0,"246,158",0,"246,158","7,347",Positive,N/A,Locus Technologies,St. Louis,MO,63105,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
100234,Applied Energy LLC - NAS North Island,2012,"156,249",No,"156,249",0,0,0,0,"156,249",0,0,"156,249",0,Positive,N/A,Ashworth Leininger Group,Coronado,CA,92118,928110 - National Security,C,Cogeneration
100229,Applied Energy LLC - NTC/MCRD,2012,"99,533",No,"99,533",0,0,0,0,"99,533",0,0,"99,533",0,Positive,N/A,Ashworth Leininger Group,San Diego,CA,92140,928110 - National Security,C,Cogeneration
101390,Applied Energy LLC - U.S. Naval Station,2012,"170,801",No,"170,801",0,0,0,0,"170,801",0,0,"170,801",0,Positive,N/A,Ashworth Leininger Group,San Diego,CA,92136,928110 - National Security,C,Cogeneration
104042,Archer Daniels Midland,2012,"18,186",No,0,0,662,"17,524",0,0,0,0,0,"18,186",N/A,N/A,,Decatur,IL,62526,325193 - Ethyl Alcohol Manufacturing,MM,Transportation Fuel Supplier
104002,ARCO Terminal Services Corporation (ATSC) - Terminals,2012,"3,688,342",No,0,0,"3,476,659","211,683",0,0,"3,476,659",0,"3,476,659","211,683",Positive,N/A,ENVIRON International Corporation,Blaine,WA,98230,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
2098,Arizona Electric Power Cooperative,2012,"56,127",No,0,0,0,0,"56,127",0,0,"56,127","56,127",0,Positive,N/A,"NSF International Strategic Registrations, Ltd.",Cochise,AZ,85606,221112 - Fossil Fuel Electric Power Generation,EPE,Electricity Importer
104131,Arizona Public Service Company,2012,"112,958",No,0,0,0,0,"112,958",0,0,"87,581","87,581","25,377",Positive,N/A,"Lincus, Inc.",Phoenix,AZ,85004,221122 - Electric Power Distribution,EPE,Electricity Importer
101696,Avenal State Prison,2012,"17,706",No,"17,706",0,0,0,0,0,0,0,0,"17,706",N/A,N/A,,Avenal,CA,93204,922140 - Correctional Institutions,C,Other Combustion Source
104379,"Azteca Milling, L.P.",2012,"13,755",No,"13,755",0,0,0,0,0,0,0,0,"13,755",N/A,N/A,,Madera,CA,93638,311211 - Flour Milling,C,Other Combustion Source
3024,Azusa Light and Water,2012,"67,641",No,0,0,0,0,"67,641",0,0,"67,641","67,641",0,Positive,N/A,"GHG Climate Team, LLC",Azusa,CA,91702,221122 - Electric Power Distribution,EPE,Electricity Importer
100897,Badger Creek Limited,2012,"104,744",No,"104,744",0,0,0,0,"104,744",0,0,"104,744",0,Positive,N/A,Locus Technologies,Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
104334,"Baker Commodities, Inc., Kerman Division",2012,"14,525",No,"14,525",0,0,0,0,0,0,0,0,"14,525",N/A,N/A,,Kerman,CA,93630,311613 - Rendering and Meat Byproduct Processing,C,Other Combustion Source
2425,Barclays Capital,2012,"1,458",No,0,0,0,0,"1,458",0,0,"1,458","1,458",0,Positive,N/A,"Carbon Verification Service, LLC",New York,NY,10019,521110 - Monetary Authorities - Central Bank,EPE,Electricity Importer
104165,Bayer Healthcare,2012,"15,465",No,"15,465",0,0,0,0,0,0,0,0,"15,465",N/A,N/A,,Berkeley,CA,94710,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
100890,Bear Mountain Limited,2012,"105,361",No,"105,361",0,0,0,0,"105,361",0,0,"105,361",0,Positive,N/A,Locus Technologies,Bakersfield,CA,93306,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
3000,Bear Valley Electric Service (BVES),2012,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Big Bear Lake,CA,92315,221122 - Electric Power Distribution,EPE,Electricity Importer
104623,Belridge Gas Plant - NGL Supplier,2012,"50,607",No,0,0,"50,607",0,0,0,0,0,0,"50,607",Qualified Positive (late verif.),N/A,Locus Technologies,McKittrick,CA,93251,211112 - Natural Gas Liquid Extraction,NN,"Supplier of Natural Gas, NGL, or LPG"
100895,Berry Petroleum Company - Los Angeles Basin,2012,"257,964",No,"257,964",0,0,0,0,"257,964",0,0,"257,964",0,Qualified Positive,Positive,Locus Technologies,Newhall,CA,91321,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104094,Berry Petroleum Company - San Joaquin Basin,2012,"1,235,302",No,"1,235,302",0,0,0,0,"1,235,302",0,0,"1,235,302",0,Qualified Positive,Positive,Locus Technologies,Maricopa,CA,93268,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
3026,Biggs Municipal Utilities,2012,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Biggs,CA,95917,221122 - Electric Power Distribution,EPE,Electricity Importer
100120,Biola University,2012,"7,951",No,"7,951",0,0,0,0,0,0,0,0,"7,951",N/A,N/A,,La Mirada,CA,90639,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
100053,Blue Lake Power,2012,"102,124",No,"2,209","99,915",0,0,0,0,0,0,0,"102,124",Positive,N/A,"TRC Solutions, Inc.",Blue Lake,CA,95525,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100342,Blythe Energy Inc.,2012,"681,962",No,"681,962",0,0,0,0,"681,962",0,0,"681,962",0,Positive,N/A,"Carbon Verification Service, LLC",Blythe,CA,92225,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
2017,BNP Paribas Energy Trading GP,2012,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,Locus Technologies,Jersey City,NJ,7310,221122 - Electric Power Distribution,EPE,Electricity Importer
104054,BNSF Railway - Barstow,2012,"527,157",No,0,0,"527,157",0,0,0,"527,157",0,"527,157",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Barstow,CA,92311,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104064,BNSF Railway - Commerce,2012,"242,457",No,0,0,"242,457",0,0,0,"242,457",0,"242,457",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Los Angeles,CA,90040,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104065,BNSF Railway - Richmond,2012,"128,943",No,0,0,"128,943",0,0,0,"128,943",0,"128,943",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Richmond,CA,94801,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
4000,Bonneville Power Administration - AO/CS,2012,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,"Lloyd's Register Quality Assurance, Inc/LRQA",Portland,OR,90120,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
2044,Bonneville Power Administration - Marketer,2012,"52,318",No,0,0,0,0,"52,318",0,0,"52,318","52,318",0,Positive,N/A,"Lloyd's Register Quality Assurance, Inc/LRQA",Portland,OR,97222,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
101676,Bottle Rock Power - Geothermal,2012,"12,035",No,"12,035",0,0,0,0,0,0,0,0,"12,035",N/A,N/A,,Cobb,CA,95426,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104074,Boyett Petroleum,2012,"251,100",No,0,0,"246,867","4,233",0,0,"246,867",0,"246,867","4,233",Positive,N/A,Analytical Environmental Services,Modesto,CA,95350,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
2113,BP Energy Company,2012,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,"Trinity Consultants, Inc.",Houston,TX,77079,324110 - Petroleum Refineries,EPE,Electricity Importer
104001,BP West Coast Products LLC (BPWCP) - Terminals,2012,"25,314,664",No,0,0,"23,881,590","1,433,074",0,0,"23,881,590",0,"23,881,590","1,433,074",Positive,N/A,ENVIRON International Corporation,Blaine,WA,98230,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
101246,"BP West Coast Products LLC, Carson Refinery",2012,"5,172,201",No,"4,518,113",0,"654,088",0,0,"4,517,462","654,088",0,"5,171,550",651,Positive,Positive,"Conestoga-Rovers & Associates, Inc.",Carson,CA,90810,324110 - Petroleum Refineries,"C,MM,P,PP,Y",Refinery and Hydrogen Plant / Transportation Fuel Supplier / CO2 Supplier
100002,"BP West Coast Products LLC, Wilmington Calciner",2012,"320,647",No,"320,647",0,0,0,0,"320,647",0,0,"320,647",0,Positive (revised),Positive,SCS Engineers,Wilmington,CA,90744,324199 - All Other Petroleum and Coal Products Manufacturing,"C,Y",Other Combustion Source
100389,Braun Medical Inc,2012,"41,755",No,"41,755",0,0,0,0,"41,755",0,0,"41,755",0,Positive,N/A,Locus Technologies,Irvine,CA,92614,325412 - Pharmaceutical Preparation Manufacturing,C,Other Combustion Source
100061,"Brea Generation, LLC",2012,"31,443",No,159,"31,284",0,0,0,0,0,0,0,"31,443",Positive,N/A,"First Environment, Inc.",Brea,CA,92821,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104075,BreitBurn Operating LP - Los Angeles Basin Facility,2012,"36,710",No,"36,710",0,0,0,0,"34,250",0,0,"34,250","2,460",Positive,Positive,"EnviroTech Consultants, Inc.",Los Angeles,CA,90071,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104120,Brookfield Energy Marketing LP,2012,"176,335",No,0,0,0,0,"176,335",0,0,"176,320","176,320",15,Positive,N/A,"Carbon Verification Service, LLC",Marlborough,MA,1752,551112 - Offices of Other Holding Companies,EPE,Electricity Importer
104450,"Buena Vista Biomass Power, LLC",2012,"39,481",No,"8,025","31,456",0,0,0,0,0,0,0,"39,481",Positive (late verif.),N/A,Analytical Environmental Services,Ione,CA,95640,221119 - Other Electric Power Generation,C,In-State Electricity Generation
3027,Burbank Water and Power,2012,"711,997",No,0,0,0,0,"711,997",0,0,"653,851","653,851","58,145",Positive,N/A,"Trinity Consultants, Inc.",Burbank,CA,90120,221121 - Electric Bulk Power Transmission and Control,EPE,Electricity Importer
100018,Burney Forest Products,2012,"397,336",No,"16,883","380,453",0,0,0,0,0,0,0,"397,336",Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Burney,CA,96013,221119 - Other Electric Power Generation,C,Cogeneration
104077,BWP/MPP Electricity Generating Facilities at 164 W. Magnolia,2012,"555,687",No,"483,262","72,425",0,0,0,"483,262",0,0,"483,262","72,425",Positive,N/A,"Trinity Consultants, Inc.",Burbank,CA,91503,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
100692,CalEnergy Operating Corporation - J J Elmore - Geothermal,2012,"11,040",No,"11,040",0,0,0,0,0,0,0,0,"11,040",N/A,N/A,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100703,CalEnergy Operating Corporation - J M Leathers - Geothermal,2012,"26,002",No,"26,002",0,0,0,0,0,0,0,0,"26,002",Positive,N/A,"Trinity Consultants, Inc.",Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100712,CalEnergy Operating Corporation - Region 1 - Geothermal,2012,"68,346",No,"68,346",0,0,0,0,0,0,0,0,"68,346",Positive,N/A,"Trinity Consultants, Inc.",Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100716,CalEnergy Operating Corporation - Region 2 - Geothermal,2012,"34,701",No,"34,701",0,0,0,0,0,0,0,0,"34,701",Positive,N/A,"Trinity Consultants, Inc.",Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104411,"California Dairies, Inc. Artesia",2012,"16,391",No,"16,391",0,0,0,0,0,0,0,0,"16,391",N/A,N/A,,Artesia ,CA,90701,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
100959,"California Dairies, Inc. Fresno",2012,"33,929",No,"33,929",0,0,0,0,"33,929",0,0,"33,929",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Fresno,CA,93706,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
104410,"California Dairies, Inc. Los Banos",2012,"16,695",No,"16,695",0,0,0,0,0,0,0,0,"16,695",N/A,N/A,,Los Banos,CA,93635-2198,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101509,"California Dairies, Inc. Tipton",2012,"47,810",No,"47,810",0,0,0,0,"47,810",0,0,"47,810",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Tipton,CA,93272,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101190,"California Dairies, Inc. Turlock",2012,"34,088",No,"34,088",0,0,0,0,"34,088",0,0,"34,088",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Turlock,CA,95380,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101197,"California Dairies, Inc. Visalia",2012,"54,589",No,"54,589",0,0,0,0,"54,589",0,0,"54,589",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Visalia,CA,93291,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
3072,"California Department of Water Resources (DWR), State Water Project",2012,"1,144,766",No,0,0,0,0,"1,144,766",0,0,"1,144,766","1,144,766",0,Positive,N/A,"Eastern Research Group, Inc.",Sacramento,CA,95821,924110 - Administration of Air and Water Resource and Solid Waste Management Programs,EPE,Electricity Importer
100327,California Institute of Technology (CalTech),2012,"58,988",No,"58,988",0,0,0,0,"58,988",0,0,"58,988",0,Positive (revised),N/A,SCS Engineers,Pasadena,CA,91125,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
104353,California Natural Products,2012,"16,215",No,"16,215",0,0,0,0,0,0,0,0,"16,215",N/A,N/A,,Lathrop,CA,95330,311511 - Fluid Milk Manufacturing,C,Other Combustion Source
104135,California Paperboard Corporation,2012,"1,412",No,"1,412",0,0,0,0,"1,412",0,0,"1,412",0,Positive,Positive,SCS Engineers,Santa Clara,CA,95050,322130 - Paperboard Mills,"AA,C",Other Combustion Source
104362,California Polytechnic State University,2012,"11,993",No,"11,993",0,0,0,0,0,0,0,0,"11,993",N/A,N/A,,San Luis Obispo,CA,93407,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
101060,"California Power Holdings, LLC-Chowchilla Facility, 95360",2012,"24,182",No,"24,182",0,0,0,0,"24,182",0,0,"24,182",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Chowchilla,CA,95360,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
100368,"California Power Holdings, LLC-Red Bluff Facility, 96080",2012,"12,998",No,"12,998",0,0,0,0,0,0,0,0,"12,998",N/A,N/A,,Red Bluff,CA,96080,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
100235,"California State University, Channel Islands",2012,"106,985",No,"106,985",0,0,0,0,"106,985",0,0,"106,985",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Camarillo,CA,93012,"611310 - Colleges, Universities, and Professional Schools",C,Cogeneration
104350,"California State University, Fullerton",2012,"20,450",No,"20,450",0,0,0,0,0,0,0,0,"20,450",N/A,N/A,,Fullerton,CA,92831,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
101399,"California State University, San Diego",2012,"50,242",No,"50,242",0,0,0,0,"50,242",0,0,"50,242",0,Qualified Positive,N/A,"Lincus, Inc.",San Diego,CA,92182,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
100131,"California State University, San Jose",2012,"31,060",No,"31,060",0,0,0,0,"31,060",0,0,"31,060",0,Positive,N/A,Locus Technologies,San Jose,CA,95192,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
100954,California Steel Industries,2012,"190,871",No,"190,871",0,0,0,0,"190,871",0,0,"190,871",0,Positive,Positive,SCS Engineers,Fontana,CA,92335,331221 - Rolled Steel Shape Manufacturing,C,Other Combustion Source
101405,CalPeak Power - Border,2012,"9,536",No,"9,536",0,0,0,0,0,0,0,0,"9,536",N/A,N/A,,San Diego,CA,92154,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
101662,CalPeak Power - Enterprise,2012,"10,057",No,"10,057",0,0,0,0,0,0,0,0,"10,057",N/A,N/A,,Escondido,CA,92029,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
100376,"CalPeak Power - Panoche, LLC",2012,"5,305",No,"5,305",0,0,0,0,0,0,0,0,"5,305",N/A,N/A,,Firebaugh,CA,93622,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
100377,"CalPeak Power - Vaca Dixon, LLC",2012,"6,648",No,"6,648",0,0,0,0,0,0,0,0,"6,648",N/A,N/A,,Vacaville,CA,95688,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
101496,"Calpine - Construction Finance Company, L.P., Sutter_GL1",2012,"482,621",No,"482,621",0,0,0,0,"482,621",0,0,"482,621",0,Positive,N/A,"Conestoga-Rovers & Associates, Inc.",Sutter,CA,95993,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
