ARB ID,Facility Name,"Report
Year","Total CO2e 
(combustion, process, vented, and supplier)",AEL, Emitter CO2e from Non-Biogenic Sources and CH4 and N2O from Biogenic Fuels , Emitter CO2 from Biogenic Fuels , Fuel Supplier CO2e from Non-Biogenic Fuels and CH4 and N2O from Biogenic Fuels , Fuel Supplier CO2 from Biogenic Fuels , Electricity Importer CO2e  ," Emitter Covered
Emissions "," Fuel Supplier Covered
Emissions ", Electricity Importer Covered Emissions , Total Covered Emissions , Total Non-Covered Emissions  ,Emissions Data,Product Data,Verification Body,City,State,Zip Code,"North American Industry Classification System (NAICS) 
Code and Description",U.S.EPA/ARB Subparts,Industry Sector
100127,Air Products Wilmington Hydrogen Plant,2014,"839,224",No,"839,224",0,0,0,0,"839,224",0,0,"839,224",0,Qualified Positive,Positive (revised),Ramboll Environ US Corporation,Wilmington,CA,90744,325120 - Industrial Gas Manufacturing,"C,P",Hydrogen Plant
3022,Alameda Municipal Power,2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Alameda,CA,94501,221122 - Electric Power Distribution,EPE,Electricity Importer
101433,"Algonquin Power Sanger, LLC",2014,"59,863",No,"59,863",0,0,0,0,"59,863",0,0,"59,863",0,Positive,N/A,Analytical Environmental Services,Sanger,CA,93657,221119 - Other Electric Power Generation,C,Cogeneration
104345,All American Asphalt,2014,"16,973",No,"16,973",0,0,0,0,"16,973",0,0,"16,973",0,Positive,N/A,Analytical Environmental Services,Corona,CA,92879,324121 - Asphalt Paving Mixture and Block Manufacturing,C,Other Combustion Source
101231,All American Oil and Gas Company,2014,"176,132",No,"176,132",0,0,0,0,"176,132",0,0,"176,132",0,Qualified Positive,Positive,Ashworth Leininger Group,Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,"C,W",Oil and Gas Production
104406,Allergan,2014,"10,556",No,"10,556",0,0,0,0,0,0,0,0,"10,556",N/A,N/A,,Irvine,CA,92612,325412 - Pharmaceutical Preparation Manufacturing,C,Other Combustion Source
100884,Alon Bakersfield Refinery - Area 3,2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Bakersfield,CA,93308,324110 - Petroleum Refineries,C,Refinery
101237,Alon Bakersfield Refinery - Areas 1&2,2014,"20,668",No,"20,668",0,0,0,0,"20,542",0,0,"20,542",126,Positive,Positive,"Tetra Tech, Inc. and Subsidiaries",Bakersfield,CA,93308,324110 - Petroleum Refineries,"C,Y",Refinery
104499,Alon Bakersfield Refinery - Areas 1&2 - Fuel Supplier,2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Bakersfield,CA,93308,324110 - Petroleum Refineries,MM,Transportation Fuel Supplier
104027,Ameresco Chiquita Energy LLC,2014,"32,689",No,164,"32,525",0,0,0,0,0,0,0,"32,689",Positive,N/A,Locus Technologies,Castaic,CA,91384,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101657,Ameresco Half Moon Bay,2014,"49,968",No,251,"49,717",0,0,0,0,0,0,0,"49,968",Positive,N/A,Locus Technologies,Half Moon Bay,CA,94019,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101748,Ameresco Keller Canyon,2014,"16,400",No,82,"16,318",0,0,0,0,0,0,0,"16,400",N/A,N/A,,Pittsburg,CA,94565,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101656,Ameresco Santa Cruz,2014,"11,120",No,41,"11,079",0,0,0,0,0,0,0,"11,120",N/A,N/A,,Watsonville,CA,95076,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104492,"American Biodiesel, Inc. dba Community Fuels",2014,"9,258",No,0,0,8,"9,250",0,0,0,0,0,"9,258",N/A,N/A,,Encinitas,CA,92024,325199 - All Other Basic Organic Chemical Manufacturing,MM,Transportation Fuel Supplier
104544,"AmeriGas Propane, L.P.",2014,"145,648",No,0,0,"145,648",0,0,0,"145,648",0,"145,648",0,Positive,N/A,"Trinity Consultants, Inc.",King of Prussia,PA,19406,454312 - Liquefied Petroleum Gas (Bottled Gas) Dealers,NN,"Supplier of Natural Gas, NGL, or LPG"
101179,Amgen Inc.,2014,"20,739",No,"20,739",0,0,0,0,"20,739",0,0,"20,739",0,Positive,N/A,"GHD Services, Inc.",Thousand Oaks,CA,91320,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
101666,"Ampersand Chowchilla Biomass, LLC, 93610",2014,"116,214",No,"2,535","113,679",0,0,0,0,0,0,0,"116,214",Positive,N/A,"GHD Services, Inc.",Chowchilla,CA,93610,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100943,Anheuser-Busch LLC - Fairfield (opt-in 2013),2014,"16,850",No,"14,236","2,614",0,0,0,"14,236",0,0,"14,236","2,614",Positive,Positive,Analytical Environmental Services,Fairfield,CA,94534,312120 - Breweries,C,Other Combustion Source
101473,Anheuser-Busch LLC - Los Angeles Brewery,2014,"44,223",No,"37,069","7,154",0,0,0,"37,069",0,0,"37,069","7,154",Positive,Positive,"GHD Services, Inc.",Van Nuys,CA,91406,312120 - Breweries,"C,PP",Other Combustion Source / CO2 Supplier
104578,Anza Electric Cooperative,2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Anza,CA,92539,221122 - Electric Power Distribution,EPE,Electricity Importer
104003,"Apex Oil Company, Inc.",2014,"204,236",No,0,0,"194,544","9,692",0,0,"194,544",0,"194,544","9,692",Positive,N/A,Locus Technologies,St. Louis,MO,63105,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
100234,Applied Energy LLC - NAS North Island,2014,"159,231",No,"159,231",0,0,0,0,"159,231",0,0,"159,231",0,Positive,N/A,Ashworth Leininger Group,Coronado,CA,92118,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
100229,Applied Energy LLC - NTC/MCRD,2014,"103,147",No,"103,147",0,0,0,0,"103,147",0,0,"103,147",0,Positive,N/A,Ashworth Leininger Group,San Diego,CA,92140,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
101390,Applied Energy LLC - U.S. Naval Station,2014,"184,986",No,"184,986",0,0,0,0,"184,986",0,0,"184,986",0,Positive,N/A,Ashworth Leininger Group,San Diego,CA,92136,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
104042,Archer Daniels Midland,2014,"263,185",No,0,0,"9,578","253,607",0,0,0,0,0,"263,185",Positive,N/A,"GHD Services, Inc.",Decatur,IL,62526,325193 - Ethyl Alcohol Manufacturing,MM,Transportation Fuel Supplier
104002,ARCO BP Terminal Services Corporation (ATSC) - Terminals,2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Blaine,WA,98230,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
101342,Ardagh Glass Inc.,2014,"74,710",No,"74,710",0,0,0,0,"74,710",0,0,"74,710",0,Positive,Positive,"Davenport Engineering, Inc.",Madera,CA,93637,327213 - Glass Container Manufacturing,"C,N",Other Combustion Source
2098,Arizona Electric Power Cooperative,2014,"55,790",No,0,0,0,0,"55,790",0,0,"55,790","55,790",0,Positive,N/A,NSF International,Cochise,AZ,85606,221112 - Fossil Fuel Electric Power Generation,EPE,Electricity Importer
104131,Arizona Public Service Company,2014,"521,893",No,0,0,0,0,"521,893",0,0,"326,652","326,652","195,241",Positive,N/A,"Lincus, Inc.",Phoenix,AZ,85004,221122 - Electric Power Distribution,EPE,Electricity Importer
101696,Avenal State Prison,2014,"17,865",No,"17,865",0,0,0,0,0,0,0,0,"17,865",N/A,N/A,,Avenal,CA,93204,922140 - Correctional Institutions,C,Other Combustion Source
104379,"Azteca Milling, L.P.",2014,"13,120",No,"13,120",0,0,0,0,0,0,0,0,"13,120",N/A,N/A,,Madera,CA,93638,311211 - Flour Milling,C,Other Combustion Source
3024,Azusa Light and Water,2014,"54,179",No,0,0,0,0,"54,179",0,0,"54,179","54,179",0,Positive,N/A,NSF International,Azusa,CA,91702,221122 - Electric Power Distribution,EPE,Electricity Importer
100897,Badger Creek Limited,2014,"116,832",No,"116,832",0,0,0,0,"116,832",0,0,"116,832",0,Positive,N/A,Locus Technologies,Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
104334,"Baker Commodities, Inc., Kerman Division",2014,"16,833",No,"16,833",0,0,0,0,0,0,0,0,"16,833",N/A,N/A,,Kerman,CA,93630,311613 - Rendering and Meat Byproduct Processing,C,Other Combustion Source
2425,Barclays Capital,2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,New York,NY,10019,521110 - Monetary Authorities - Central Bank,EPE,Electricity Importer
104542,Baxter Healthcare Corporation,2014,"10,744",No,"10,744",0,0,0,0,0,0,0,0,"10,744",N/A,N/A,,Los Angeles,CA,90039,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
104165,Bayer Healthcare,2014,"13,946",No,"13,946",0,0,0,0,0,0,0,0,"13,946",N/A,N/A,,Berkeley,CA,94710,325414 - Biological Product (except Diagnostic) Manufacturing,C,Other Combustion Source
100890,Bear Mountain Limited,2014,"161,234",No,"161,234",0,0,0,0,"161,234",0,0,"161,234",0,Positive,N/A,Locus Technologies,Bakersfield,CA,93306,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
3000,Bear Valley Electric Service (BVES),2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Big Bear Lake,CA,92315,221122 - Electric Power Distribution,EPE,Electricity Importer
104624,Belridge Gas Plant - Natural Gas Supplier,2014,"78,477",No,0,0,"78,477",0,0,0,0,0,0,"78,477",Positive (late verif.),N/A,Locus Technologies,McKittrick,CA,93251,211112 - Natural Gas Liquid Extraction,NN,"Supplier of Natural Gas, NGL, or LPG"
104623,Belridge Gas Plant - NGL Supplier,2014,"48,545",No,0,0,"48,545",0,0,0,0,0,0,"48,545",Qualified Positive (late verif.),N/A,Locus Technologies,McKittrick,CA,93251,211112 - Natural Gas Liquid Extraction,NN,"Supplier of Natural Gas, NGL, or LPG"
104094,Berry Petroleum Company - San Joaquin Basin,2014,"1,953,150",No,"1,953,150",0,0,0,0,"1,949,812",0,0,"1,949,812","3,338",Qualified Positive,Positive,Locus Technologies,Maricopa,CA,93268,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
3026,Biggs Municipal Utilities,2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Biggs,CA,95917,221122 - Electric Power Distribution,EPE,Electricity Importer
100120,Biola University,2014,"7,507",No,"7,507",0,0,0,0,0,0,0,0,"7,507",N/A,N/A,,La Mirada,CA,90639,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
100053,Blue Lake Power,2014,"124,713",No,"2,571","122,142",0,0,0,0,0,0,0,"124,713",Qualified Positive,N/A,NCUAQMD,Blue Lake,CA,95525,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
100342,Blythe Energy,2014,"670,935",No,"670,935",0,0,0,0,"670,935",0,0,"670,935",0,Qualified Positive,N/A,"Carbon Verification Service, LLC",Blythe,CA,92225,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
2017,BNP Paribas Energy Trading GP,2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Jersey City,NJ,7310,221122 - Electric Power Distribution,EPE,Electricity Importer
104054,BNSF Railway - Barstow,2014,"452,838",No,0,0,"452,838",0,0,0,"452,838",0,"452,838",0,Positive,N/A,"GHD Services, Inc.",Barstow,CA,92311,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104064,BNSF Railway - Commerce,2014,"215,308",No,0,0,"215,308",0,0,0,"215,308",0,"215,308",0,Positive,N/A,"GHD Services, Inc.",Los Angeles,CA,90040,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104065,BNSF Railway - Richmond,2014,"127,904",No,0,0,"127,904",0,0,0,"127,904",0,"127,904",0,Positive,N/A,"GHD Services, Inc.",Richmond,CA,94801,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
4000,Bonneville Power Administration - AO/CS,2014,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,SCS Engineers,Portland,OR,97232,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
2044,Bonneville Power Administration - Marketer,2014,"2,425",No,0,0,0,0,"2,425",0,0,"2,425","2,425",0,Positive,N/A,SCS Engineers,Portland,OR,97222,221111 - Hydroelectric Power Generation,EPE,Electricity Importer
101676,Bottle Rock Power - Geothermal,2014,"9,654",No,"9,654",0,0,0,0,0,0,0,0,"9,654",N/A,N/A,,Cobb,CA,95426,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104074,Boyett Petroleum,2014,"316,877",No,0,0,"305,112","11,765",0,0,"305,112",0,"305,112","11,765",Positive,N/A,Analytical Environmental Services,Modesto,CA,95350,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
2113,BP Energy Company,2014,0,No,0,0,0,0,0,0,0,0,0,0,Positive,N/A,"Trinity Consultants, Inc.",Houston,TX,77079,324110 - Petroleum Refineries,EPE,Electricity Importer
104001,BP West Coast Products LLC (BPWCP) - Terminals,2014,"6,770,463",No,0,0,"6,324,346","446,117",0,0,"6,324,346",0,"6,324,346","446,117",Positive,N/A,Ramboll Environ US Corporation,Blaine,WA,98230,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
100389,Braun Medical Inc,2014,"40,328",No,"40,328",0,0,0,0,"40,328",0,0,"40,328",0,Positive,N/A,Locus Technologies,Irvine,CA,92614,325412 - Pharmaceutical Preparation Manufacturing,C,Other Combustion Source
100061,"Brea Generation, LLC",2014,"114,286",No,573,"113,713",0,0,0,0,0,0,0,"114,286",Positive,N/A,Analytical Environmental Services,Brea,CA,92821,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104075,BreitBurn Operating LP - Los Angeles Basin Facility,2014,"40,741",No,"40,741",0,0,0,0,"40,356",0,0,"40,356",385,Positive,Positive,"Rincon Consultants, Inc.",Santa Fe Springs,CA,90670,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104120,Brookfield Energy Marketing LP,2014,"119,754",No,0,0,0,0,"119,754",0,0,"115,329","115,329","4,425",Positive,N/A,"Carbon Verification Service, LLC",Marlborough,MA,1752,551112 - Offices of Other Holding Companies,EPE,Electricity Importer
104450,"Buena Vista Biomass Power, LLC",2014,"189,967",No,"4,959","185,008",0,0,0,0,0,0,0,"189,967",Positive,N/A,Analytical Environmental Services,Ione,CA,95640,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
3027,Burbank Water and Power,2014,"428,967",No,0,0,0,0,"428,967",0,0,"392,859","392,859","36,108",Positive,N/A,"Trinity Consultants, Inc.",Burbank,CA,90120,221121 - Electric Bulk Power Transmission and Control,EPE,Electricity Importer
100018,Burney Forest Products,2014,"354,638",No,"15,753","338,885",0,0,0,0,0,0,0,"354,638",Positive,N/A,"GHD Services, Inc.",Burney,CA,96013,221119 - Other Electric Power Generation,C,Cogeneration
104077,BWP/MPP Electricity Generating Facilities at 164 W. Magnolia,2014,"661,482",No,"595,249","66,233",0,0,0,"595,249",0,0,"595,249","66,233",Positive,N/A,"Trinity Consultants, Inc.",Burbank,CA,91503,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
100692,CalEnergy Operating Corporation - J J Elmore - Geothermal,2014,"9,393",No,"9,393",0,0,0,0,0,0,0,0,"9,393",N/A,N/A,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100703,CalEnergy Operating Corporation - J M Leathers - Geothermal,2014,"24,462",No,"24,462",0,0,0,0,0,0,0,0,"24,462",N/A,N/A,,Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100712,CalEnergy Operating Corporation - Region 1 - Geothermal,2014,"81,931",No,"81,931",0,0,0,0,0,0,0,0,"81,931",Positive,N/A,"Trinity Consultants, Inc.",Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100716,CalEnergy Operating Corporation - Region 2 - Geothermal,2014,"45,105",No,"45,105",0,0,0,0,0,0,0,0,"45,105",Positive,N/A,"Trinity Consultants, Inc.",Calipatria,CA,92233,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104411,"California Dairies, Inc. Artesia",2014,"14,651",No,"14,651",0,0,0,0,0,0,0,0,"14,651",N/A,N/A,,Artesia ,CA,90701,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
100959,"California Dairies, Inc. Fresno",2014,"36,000",No,"36,000",0,0,0,0,"36,000",0,0,"36,000",0,Positive,Positive,Locus Technologies,Fresno,CA,93706,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
104410,"California Dairies, Inc. Los Banos",2014,"14,006",No,"14,006",0,0,0,0,0,0,0,0,"14,006",N/A,N/A,,Los Banos,CA,93635-2198,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101509,"California Dairies, Inc. Tipton",2014,"45,209",No,"45,209",0,0,0,0,"45,209",0,0,"45,209",0,Positive,Positive,Locus Technologies,Tipton,CA,93272,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101190,"California Dairies, Inc. Turlock",2014,"35,105",No,"35,105",0,0,0,0,"35,105",0,0,"35,105",0,Positive,Positive,Locus Technologies,Turlock,CA,95380,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
101197,"California Dairies, Inc. Visalia",2014,"56,396",No,"56,396",0,0,0,0,"56,396",0,0,"56,396",0,Positive,Positive,Locus Technologies,Visalia,CA,93291,"311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",C,Other Combustion Source
3072,"California Department of Water Resources (DWR), State Water Project",2014,0,No,0,0,0,0,0,0,0,0,0,0,N/A,N/A,,Sacramento,CA,95825,924110 - Administration of Air and Water Resource and Solid Waste Management Programs,EPE,Electricity Importer
100327,California Institute of Technology (CalTech),2014,"55,957",No,"55,957",0,0,0,0,"55,957",0,0,"55,957",0,Positive,N/A,"Lincus, Inc.",Pasadena,CA,91125,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
104353,California Natural Products,2014,"16,606",No,"16,606",0,0,0,0,0,0,0,0,"16,606",N/A,N/A,,Lathrop,CA,95330,311511 - Fluid Milk Manufacturing,C,Other Combustion Source
104135,California Paperboard Corporation (opt-in 2013),2014,747,No,747,0,0,0,0,747,0,0,747,0,Positive,Positive,SCS Engineers,Santa Clara,CA,95050,322130 - Paperboard Mills,C,Other Combustion Source
104362,California Polytechnic State University,2014,"10,538",No,"10,538",0,0,0,0,0,0,0,0,"10,538",N/A,N/A,,San Luis Obispo,CA,93407,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
101060,"California Power Holdings, LLC-Chowchilla Facility, 95360",2014,"24,840",No,"24,840",0,0,0,0,"24,840",0,0,"24,840",0,Positive,N/A,"GHD Services, Inc.",Chowchilla,CA,95360,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
100368,"California Power Holdings, LLC-Red Bluff Facility, 96080",2014,"7,143",No,"7,143",0,0,0,0,0,0,0,0,"7,143",N/A,N/A,,Red Bluff,CA,96080,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
104014,"California Resources Elk Hills, LLC - 35R Gas Plant",2014,"3,866,478",No,"2,052,512",0,"1,813,966",0,0,"2,051,907","825,352",0,"2,877,259","989,219",Positive,Positive,NSF International,Tupman,CA,93276,211111 - Crude Petroleum and Natural Gas Extraction,"C,NN,W","Oil and Gas Production / Supplier of Natural Gas, NGL, or LPG"
101187,"California Resources Elk Hills, LLC - San Joaquin Valley Basin",2014,"92,760",No,"92,760",0,0,0,0,"66,315",0,0,"66,315","26,445",Positive,Positive,NSF International,Tupman,CA,93276,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104029,California Resources Production Corporation - Sacramento Valley Basin 730,2014,"208,998",No,"208,237",0,762,0,0,"81,711",762,0,"82,472","126,526",Positive,Positive,NSF International,Rio Vista,CA,94571,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104030,California Resources Production Corporation - San Joaquin Valley Basin 745,2014,"1,322,511",No,"1,322,511",0,0,0,0,"1,294,556",0,0,"1,294,556","27,955",Positive,Positive,NSF International,Bakersfield,CA,93308,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104033,California Resources Production Corporation - SCVGP Gas Plant,2014,"94,820",No,"30,107",0,"64,713",0,0,"29,821",0,0,"29,821","64,999",Positive,Positive,NSF International,Piru,CA,93040,211111 - Crude Petroleum and Natural Gas Extraction,"C,NN,W","Oil and Gas Production / Supplier of Natural Gas, NGL, or LPG"
104031,California Resources Production Corporation - Ventura Basin 755,2014,"17,901",No,"17,901",0,0,0,0,0,0,0,0,"17,901",N/A,N/A,,Santa Paula,CA,93060,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
100235,"California State University, Channel Islands",2014,"83,241",No,"83,241",0,0,0,0,"83,241",0,0,"83,241",0,Positive,N/A,"GHD Services, Inc.",Camarillo,CA,93012,"611310 - Colleges, Universities, and Professional Schools",C,Cogeneration
104350,"California State University, Fullerton",2014,"23,446",No,"23,446",0,0,0,0,0,0,0,0,"23,446",N/A,N/A,,Fullerton,CA,92831,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
101399,"California State University, San Diego",2014,"51,973",No,"51,973",0,0,0,0,"51,973",0,0,"51,973",0,Positive,N/A,"Lincus, Inc.",San Diego,CA,92182,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
